C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\center_2019_02_02_10_52_18_174.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\left_2019_02_02_10_52_18_174.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\right_2019_02_02_10_52_18_174.jpg, 0, 0, 0, 7.88145E-05
C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\center_2019_02_02_10_52_18_282.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\left_2019_02_02_10_52_18_282.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\right_2019_02_02_10_52_18_282.jpg, 0, 0, 0, 7.878879E-05
C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\center_2019_02_02_10_52_18_386.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\left_2019_02_02_10_52_18_386.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\right_2019_02_02_10_52_18_386.jpg, 0, 0, 0, 7.809845E-05
C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\center_2019_02_02_10_52_18_494.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\left_2019_02_02_10_52_18_494.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\right_2019_02_02_10_52_18_494.jpg, 0, 0, 0, 7.935835E-05
C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\center_2019_02_02_10_52_18_608.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\left_2019_02_02_10_52_18_608.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\right_2019_02_02_10_52_18_608.jpg, 0, 0, 0, 7.854597E-05
C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\center_2019_02_02_10_52_18_718.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\left_2019_02_02_10_52_18_718.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\right_2019_02_02_10_52_18_718.jpg, 0, 0, 0, 8.09132E-05
C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\center_2019_02_02_10_52_18_827.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\left_2019_02_02_10_52_18_827.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\right_2019_02_02_10_52_18_827.jpg, 0, 0, 0, 7.862033E-05
C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\center_2019_02_02_10_52_18_935.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\left_2019_02_02_10_52_18_935.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\right_2019_02_02_10_52_18_935.jpg, 0, 0, 0, 8.093359E-05
C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\center_2019_02_02_10_52_19_044.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\left_2019_02_02_10_52_19_044.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\right_2019_02_02_10_52_19_044.jpg, 0, 0, 0, 7.851617E-05
C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\center_2019_02_02_10_52_19_150.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\left_2019_02_02_10_52_19_150.jpg, C:\Users\RONGEORGE\Documents\DeepLearning\Data\IMG\right_2019_02_02_10_52_19_150.jpg, 0, 0, 0, 7.796087E-05
